iter	Passed	Remaining
1497	882942	5011199
1498	883463	5010221
1499	884128	5010058
1500	884609	5008860
1501	885200	5008280
1502	885873	5008161
1503	886396	5007196
1504	887110	5007310
1505	887836	5007492
1506	888427	5006909
1507	889085	5006707
1508	889589	5005635
1509	890210	5005226
1510	890823	5004764
1511	891323	5003674
1512	891964	5003370
1513	892507	5002522
1514	893159	5002281
1515	893721	5001536
1516	894301	5000896
1517	894911	5000421
1518	895427	4999419
1519	896040	4998965
1520	896540	4997873
1521	897164	4997478
1522	897901	4997708
1523	898376	4996480
1524	899009	4996135
1525	899502	4995010
1526	900105	4994496
1527	900680	4993825
1528	901257	4993167
1529	901954	4993174
1530	902440	4992009
1531	903055	4991561
1532	903609	4990778
1533	904259	4990519
1534	904889	4990154
1535	905375	4988996
1536	906069	4988979
1537	906618	4988168
1538	907296	4988064
1539	907941	4987783
1540	908489	4986967
1541	909089	4986434
1542	909497	4984846
1543	910137	4984533
1544	910646	4983506
1545	911239	4982935
1546	911880	4982629
1547	912354	4981409
1548	913048	4981389
1549	913488	4979986
1550	914117	4979609
1551	914744	4979226
1552	915256	4978216
1553	915923	4978052
1554	916421	4976966
1555	917085	4976781
1556	917728	4976483
1557	918270	4975632
1558	918927	4975410
1559	919412	4974255
1560	920020	4973766
1561	920456	4972348
1562	921068	4971882
1563	921527	4970594
1564	922108	4969960
1565	922619	4968945
1566	923240	4968530
1567	923876	4968193
1568	924352	4966995
1569	924961	4966515
1570	925484	4965570
1571	926099	4965120
1572	926617	4964148
1573	927330	4964223
1574	927968	4963895
1575	928490	4962946
1576	929137	4962664
1577	929677	4961813
1578	930315	4961485
1579	930961	4961201
1580	931477	4960221
1581	932158	4960121
1582	932676	4959152
1583	933198	4958205
1584	933818	4957779
1585	934334	4956804
1586	935000	4956620
1587	935477	4955437
1588	936101	4955035
1589	936643	4954195
1590	937249	4953697
1591	937928	4953582
1592	938416	4952456
1593	939066	4952193
1594	939544	4951015
1595	940129	4950408
1596	940667	4949550
1597	941280	4949083
1598	941936	4948847
1599	942436	4947793
1600	943038	4947268
1601	943484	4945933
1602	944080	4945379
1603	944735	4945134
1604	945406	4944978
1605	946189	4945399
1606	947045	4946204
1607	947771	4946328
1608	948444	4946177
1609	949145	4946168
1610	949825	4946048
1611	950419	4945483
1612	951075	4945240
1613	951614	4944385
1614	952186	4943706
1615	952844	4943470
1616	953383	4942617
1617	953989	4942115
1618	954474	4940980
1619	955061	4940377
1620	955547	4939252
1621	956169	4938831
1622	956825	4938589
1623	957442	4938141
1624	958109	4937948
1625	958672	4937222
1626	959279	4936722
1627	959937	4936484
1628	960486	4935687
1629	961104	4935244
1630	961704	4934707
1631	962244	4933860
1632	962826	4933234
1633	963299	4932047
1634	963996	4932004
1635	964402	4930476
1636	965072	4930298
1637	965671	4929758
1638	966235	4929040
1639	966880	4928734
1640	967474	4928166
1641	968152	4928027
1642	968739	4927424
1643	969259	4926477
1644	969854	4925915
1645	970400	4925106
1646	971044	4924794
1647	971608	4924075
1648	972246	4923730
1649	972893	4923431
1650	973354	4922190
1651	973982	4921794
1652	974505	4920871
1653	975173	4920674
1654	975832	4920436
1655	976301	4919240
1656	976936	4918878
1657	977521	4918264
1658	978161	4917931
1659	978855	4917866
1660	979358	4916838
1661	980023	4916629
1662	980576	4915856
1663	981117	4915022
1664	981689	4914345
1665	982289	4913803
1666	982893	4913288
1667	983411	4912339
1668	984059	4912043
1669	984611	4911264
1670	985179	4910570
1671	985809	4910182
1672	986237	4908788
1673	986881	4908467
1674	987494	4907994
1675	988162	4907793
1676	988800	4907447
1677	989299	4906404
1678	989923	4905988
1679	990469	4905184
1680	991165	4905121
1681	991823	4904870
1682	992298	4903713
1683	992821	4902791
1684	993348	4901893
1685	994062	4901918
1686	994610	4901125
1687	995159	4900333
1688	995766	4899832
1689	996276	4898848
1690	996879	4898329
1691	997441	4897601
1692	998040	4897057
1693	998575	4896201
1694	999161	4895598
1695	999734	4894927
1696	1000304	4894241
1697	1000959	4893972
1698	1001409	4892699
1699	1002087	4892543
1700	1002684	4891993
1701	1003238	4891230
1702	1003907	4891027
1703	1004437	4890149
1704	1005056	4889705
1705	1005645	4889109
1706	1006131	4888017
1707	1006711	4887385
1708	1007320	4886889
1709	1007917	4886335
1710	1008462	4885531
1711	1009076	4885064
1712	1009588	4884100
1713	1010227	4883749
1714	1010798	4883070
1715	1011314	4882125
1716	1011964	4881827
1717	1012433	4880662
1718	1013079	4880346
1719	1013659	4879711
1720	1014220	4878982
1721	1014917	4878911
1722	1015334	4877492
1723	1015966	4877111
1724	1016480	4876160
1725	1017151	4875961
1726	1017836	4875833
1727	1018363	4874945
1728	1019022	4874687
1729	1019571	4873903
1730	1020142	4873229
1731	1020758	4872765
1732	1021306	4871981
1733	1021912	4871470
1734	1022434	4870559
1735	1023020	4869956
1736	1023426	4868493
1737	1024061	4868119
1738	1024670	4867628
1739	1025246	4866974
1740	1025899	4866688
1741	1026399	4865676
1742	1027093	4865583
1743	1027807	4865585
1744	1028309	4864581
1745	1028949	4864230
1746	1029458	4863264
1747	1030119	4863010
1748	1030740	4862572
1749	1031319	4861934
1750	1031941	4861501
1751	1032388	4860241
1752	1033031	4859902
1753	1033671	4859554
1754	1034180	4858584
1755	1034832	4858290
1756	1035272	4857003
1757	1035933	4856747
1758	1036344	4855322
1759	1037061	4855332
1760	1037789	4855394
1761	1038284	4854360
1762	1038971	4854231
1763	1039547	4853578
1764	1040099	4852817
1765	1040744	4852485
1766	1041314	4851805
1767	1041948	4851423
1768	1042420	4850288
1769	1043021	4849753
1770	1043585	4849049
1771	1044168	4848432
1772	1044791	4847998
1773	1045322	4847139
1774	1045949	4846725
1775	1046539	4846136
1776	1047241	4846068
1777	1047869	4845660
1778	1048293	4844305
1779	1048974	4844142
1780	1049467	4843106
1781	1050091	4842677
1782	1050699	4842176
1783	1051290	4841594
1784	1051903	4841112
1785	1052387	4840039
1786	1052983	4839479
1787	1053540	4838745
1788	1054157	4838284
1789	1054758	4837746
1790	1055223	4836587
1791	1055770	4835807
1792	1056293	4834912
1793	1056908	4834441
1794	1057544	4834070
1795	1058163	4833614
1796	1058785	4833177
1797	1059230	4831927
1798	1059859	4831520
1799	1060364	4830549
1800	1060982	4830091
1801	1061394	4828697
1802	1062041	4828372
1803	1062651	4827877
1804	1063119	4826737
1805	1063715	4826182
1806	1064195	4825097
1807	1064797	4824567
1808	1065266	4823439
1809	1065876	4822945
1810	1066358	4821870
1811	1067071	4821846
1812	1067831	4822027
1813	1068568	4822106
1814	1069285	4822096
1815	1069879	4821526
1816	1070704	4822000
1817	1071339	4821616
1818	1071967	4821201
1819	1072669	4821118
1820	1073221	4820359
1821	1073922	4820273
1822	1074463	4819466
1823	1075102	4819099
1824	1075626	4818215
1825	1076180	4817467
1826	1076855	4817263
1827	1077521	4817014
1828	1078167	4816681
1829	1078813	4816344
1830	1079275	4815183
1831	1079932	4814893
1832	1080423	4813867
1833	1081029	4813352
1834	1081625	4812792
1835	1082156	4811940
1836	1082769	4811458
1837	1083199	4810161
1838	1083858	4809880
1839	1084383	4809003
1840	1085030	4808670
1841	1085542	4807741
1842	1086177	4807350
1843	1086825	4807021
1844	1087517	4806886
1845	1088133	4806412
1846	1088744	4805919
1847	1089273	4805065
1848	1089944	4804834
1849	1090501	4804100
1850	1091105	4803577
1851	1091731	4803146
1852	1092226	4802139
1853	1092660	4800870
1854	1093248	4800274
1855	1093918	4800041
1856	1094462	4799250
1857	1095083	4798801
1858	1095767	4798622
1859	1096211	4797398
1860	1096920	4797333
1861	1097514	4796761
1862	1098102	4796166
1863	1098755	4795856
1864	1099250	4794855
1865	1099869	4794394
1866	1100360	4793375
1867	1100965	4792854
1868	1101520	4792115
1869	1102033	4791195
1870	1102665	4790791
1871	1103179	4789872
1872	1103801	4789424
1873	1104271	4788319
1874	1104940	4788076
1875	1105560	4787618
1876	1106128	4786937
1877	1106760	4786534
1878	1107248	4785504
1879	1107837	4784913
1880	1108374	4784098
1881	1108986	4783609
1882	1109499	4782692
1883	1110061	4781985
1884	1110767	4781899
1885	1111303	4781081
1886	1111895	4780501
1887	1112419	4779633
1888	1113061	4779269
1889	1113593	4778433
1890	1114076	4777390
1891	1114674	4776838
1892	1115165	4775831
1893	1115796	4775419
1894	1116363	4774736
1895	1117037	4774508
1896	1117699	4774232
1897	1118233	4773408
1898	1118912	4773202
1899	1119544	4772796
1900	1120106	4772088
1901	1120793	4771916
1902	1121325	4771084
1903	1121953	4770659
1904	1122591	4770277
1905	1123086	4769287
1906	1123767	4769089
1907	1124307	4768290
1908	1124951	4767932
1909	1125444	4766936
1910	1126021	4766293
1911	1126669	4765953
1912	1127221	4765207
1913	1127830	4764700
1914	1128269	4763476
1915	1128893	4763034
1916	1129429	4762223
1917	1130026	4761666
1918	1130716	4761499
1919	1131209	4760506
1920	1131907	4760374
1921	1132417	4759453
1922	1133057	4759075
1923	1133565	4758145
1924	1134170	4757626
1925	1134817	4757275
1926	1135280	4756161
1927	1135940	4755866
1928	1136569	4755442
1929	1137162	4754870
1930	1137785	4754423
1931	1138327	4753637
1932	1138909	4753016
1933	1139350	4751811
1934	1139940	4751224
1935	1140553	4750733
1936	1141115	4750031
1937	1141773	4749731
1938	1142247	4748664
1939	1142883	4748267
1940	1143315	4747027
1941	1143956	4746652
1942	1144595	4746270
1943	1145180	4745664
1944	1145828	4745320
1945	1146409	4744699
1946	1147016	4744183
1947	1147713	4744039
1948	1148171	4742907
1949	1148786	4742425
1950	1149201	4741116
1951	1149901	4740986
1952	1150473	4740329
1953	1151017	4739552
1954	1151656	4739171
1955	1152162	4738240
1956	1152816	4737915
1957	1153270	4736772
1958	1153953	4736571
1959	1154577	4736122
1960	1155076	4735165
1961	1155687	4734666
1962	1156168	4733635
1963	1156775	4733121
1964	1157445	4732863
1965	1158017	4732204
1966	1158633	4731724
1967	1159115	4730700
1968	1159759	4730332
1969	1160219	4729220
1970	1160810	4728638
1971	1161288	4727596
1972	1161904	4727119
1973	1162315	4725809
1974	1162949	4725400
1975	1163502	4724666
1976	1164022	4723800
1977	1164693	4723545
1978	1165137	4722367
1979	1165775	4721981
1980	1166264	4720987
1981	1166932	4720717
1982	1167516	4720109
1983	1168005	4719120
1984	1168685	4718898
1985	1169179	4717926
1986	1169887	4717820
1987	1170602	4717741
1988	1171403	4718005
1989	1172095	4717832
1990	1172801	4717713
1991	1173501	4717570
1992	1174177	4717331
1993	1174885	4717217
1994	1175479	4716649
1995	1176117	4716253
1996	1176714	4715696
1997	1177325	4715193
1998	1177975	4714848
1999	1178682	4714731
2000	1179195	4713834
2001	1179817	4713377
2002	1180241	4712126
2003	1180914	4711872
2004	1181347	4710661
2005	1182001	4710330
2006	1182592	4709747
2007	1183111	4708877
2008	1183754	4708501
2009	1184280	4707661
2010	1184921	4707279
2011	1185523	4706738
2012	1186060	4705943
2013	1186654	4705373
2014	1187316	4705072
2015	1187899	4704460
2016	1188441	4703682
2017	1189004	4702989
2018	1189675	4702722
2019	1190157	4701710
2020	1190841	4701494
2021	1191347	4700580
2022	1191984	4700178
2023	1192644	4699865
2024	1193175	4699049
2025	1193875	4698896
2026	1194449	4698246
2027	1194954	4697324
2028	1195593	4696932
2029	1196141	4696179
2030	1196834	4695998
2031	1197480	4695633
2032	1198027	4694878
2033	1198640	4694382
2034	1199123	4693374
2035	1199829	4693242
2036	1200444	4692752
2037	1201064	4692284
2038	1201751	4692076
2039	1202187	4690889
2040	1202863	4690635
2041	1203441	4690003
2042	1203990	4689257
2043	1204537	4688501
2044	1205085	4687751
2045	1205790	4687615
2046	1206295	4686698
2047	1206912	4686213
2048	1207623	4686097
2049	1208110	4685109
2050	1208761	4684760
2051	1209257	4683809
2052	1209962	4683667
2053	1210587	4683216
2054	1211108	4682361
2055	1211757	4682004
2056	1212257	4681071
2057	1212899	4680683
2058	1213409	4679787
2059	1214031	4679325
2060	1214617	4678723
2061	1215169	4677989
2062	1215876	4677854
2063	1216417	4677077
2064	1217003	4676475
2065	1217666	4676171
2066	1218186	4675314
2067	1218862	4675057
2068	1219373	4674167
2069	1219939	4673486
2070	1220537	4672930
2071	1221066	4672110
2072	1221702	4671701
2073	1222134	4670511
2074	1222707	4669858
2075	1223257	4669120
2076	1223962	4668973
2077	1224530	4668301
2078	1225096	4667623
2079	1225774	4667373
2080	1226363	4666782
2081	1227008	4666405
2082	1227725	4666298
2083	1228174	4665178
2084	1228848	4664908
2085	1229388	4664133
2086	1229962	4663484
2087	1230649	4663265
2088	1231135	4662285
2089	1231812	4662027
2090	1232414	4661485
2091	1232981	4660810
2092	1233583	4660270
2093	1234048	4659209
2094	1234685	4658803
2095	1235164	4657795
2096	1235795	4657364
2097	1236301	4656459
2098	1236995	4656264
2099	1237706	4656134
2100	1238168	4655066
2101	1238843	4654798
2102	1239376	4653996
2103	1239979	4653460
2104	1240602	4652995
2105	1241052	4651885
2106	1241638	4651284
2107	1242128	4650321
2108	1242740	4649818
2109	1243206	4648766
2110	1243860	4648418
2111	1244357	4647487
2112	1244904	4646740
2113	1245495	4646158
2114	1246080	4645554
2115	1246698	4645069
2116	1247252	4644349
2117	1247860	4643833
2118	1248374	4642965
2119	1248985	4642456
2120	1249677	4642247
2121	1250191	4641378
2122	1250881	4641164
2123	1251414	4640368
2124	1252039	4639910
2125	1252659	4639436
2126	1253165	4638537
2127	1253764	4637986
2128	1254180	4636756
2129	1254854	4636479
2130	1255511	4636141
2131	1255985	4635127
2132	1256644	4634798
2133	1257195	4634068
2134	1257867	4633782
2135	1258463	4633218
2136	1258896	4632057
2137	1259507	4631546
2138	1260019	4630674
2139	1260667	4630301
2140	1261109	4629172
2141	1261707	4628618
2142	1262231	4627789
2143	1262819	4627197
2144	1263371	4626473
2145	1263977	4625945
2146	1264576	4625393
2147	1265053	4624393
2148	1265706	4624039
2149	1266233	4623223
2150	1266885	4622866
2151	1267546	4622541
2152	1268105	4621840
2153	1268733	4621394
2154	1269176	4620273
2155	1269806	4619833
2156	1270330	4619008
2157	1270875	4618262
2158	1271408	4617466
2159	1271917	4616590
2160	1272664	4616573
2161	1273379	4616443
2162	1274209	4616726
2163	1274963	4616732
2164	1275691	4616647
2165	1276387	4616444
2166	1277190	4616628
2167	1277888	4616429
2168	1278503	4615932
2169	1279029	4615114
2170	1279687	4614773
2171	1280152	4613734
2172	1280847	4613527
2173	1281428	4612906
2174	1281996	4612240
2175	1282656	4611904
2176	1283159	4611005
2177	1283758	4610447
2178	1284223	4609413
2179	1284847	4608949
2180	1285459	4608438
2181	1286042	4607827
2182	1286647	4607295
2183	1287189	4606536
2184	1287765	4605898
2185	1288328	4605214
2186	1289014	4604970
2187	1289690	4604689
2188	1290159	4603670
2189	1290813	4603311
2190	1291398	4602707
2191	1291990	4602128
2192	1292650	4601788
2193	1293214	4601108
2194	1293877	4600782
2195	1294432	4600070
2196	1295003	4599415
2197	1295662	4599070
2198	1296135	4598069
2199	1296834	4597866
2200	1297470	4597444
2201	1297895	4596272
2202	1298466	4595618
2203	1298944	4594632
2204	1299605	4594296
2205	1300142	4593522
2206	1300772	4593075
2207	1301319	4592336
2208	1301818	4591429
2209	1302362	4590681
2210	1302963	4590132
2211	1303593	4589686
2212	1304070	4588703
2213	1304714	4588306
2214	1305148	4587169
2215	1305790	4586764
2216	1306317	4585959
2217	1307027	4585792
2218	1307704	4585512
2219	1308161	4584459
2220	1308872	4584295
2221	1309488	4583799
2222	1310043	4583088
2223	1310639	4582524
2224	1311172	4581738
2225	1311804	4581298
2226	1312367	4580614
2227	1312920	4579901
2228	1313561	4579491
2229	1314050	4578551
2230	1314657	4578026
2231	1315116	4576982
2232	1315715	4576428
2233	1316269	4575714
2234	1316938	4575402
2235	1317619	4575133
2236	1318058	4574022
2237	1318670	4573513
2238	1319163	4572588
2239	1319804	4572178
2240	1320345	4571425
2241	1320950	4570889
2242	1321594	4570488
2243	1322071	4569512
2244	1322754	4569249
2245	1323349	4568678
2246	1323939	4568090
2247	1324601	4567752
2248	1325103	4566864
2249	1325776	4566562
2250	1326353	4565933
2251	1326992	4565515
2252	1327662	4565202
2253	1328097	4564081
2254	1328762	4563754
2255	1329210	4562680
2256	1329885	4562384
2257	1330432	4561649
2258	1330853	4560485
2259	1331482	4560033
2260	1332047	4559361
2261	1332656	4558841
2262	1333174	4558008
2263	1333859	4557747
2264	1334425	4557076
2265	1334981	4556376
2266	1335687	4556185
2267	1336195	4555317
2268	1336773	4554692
2269	1337466	4554456
2270	1338001	4553681
2271	1338640	4553264
2272	1339120	4552302
2273	1339775	4551938
2274	1340326	4551218
2275	1340885	4550528
2276	1341472	4549931
2277	1341942	4548937
2278	1342613	4548625
2279	1343153	4547869
2280	1343760	4547340
2281	1344326	4546673
2282	1344853	4545875
2283	1345465	4545363
2284	1346013	4544635
2285	1346672	4544284
2286	1347394	4544142
2287	1347972	4543515
2288	1348685	4543343
2289	1349079	4542098
2290	1349733	4541726
2291	1350313	4541107
2292	1350908	4540538
2293	1351562	4540167
2294	1352043	4539214
2295	1352670	4538749
2296	1353248	4538126
2297	1353853	4537587
2298	1354502	4537200
2299	1354986	4536259
2300	1355684	4536033
2301	1356113	4534908
2302	1356790	4534615
2303	1357409	4534126
2304	1357995	4533525
2305	1358596	4532974
2306	1359115	4532153
2307	1359771	4531784
2308	1360338	4531121
2309	1360981	4530711
2310	1361636	4530344
2311	1362096	4529324
2312	1362685	4528735
2313	1363281	4528168
2314	1363881	4527614
2315	1364515	4527173
2316	1365062	4526446
2317	1365747	4526174
2318	1366317	4525521
2319	1366882	4524853
2320	1367518	4524417
2321	1368113	4523848
2322	1368809	4523612
2323	1369368	4522921
2324	1369947	4522300
2325	1370648	4522079
2326	1371153	4521212
2327	1371840	4520944
2328	1372434	4520371
2329	1372979	4519637
2330	1373588	4519111
2331	1374072	4518175
2332	1374718	4517773
2333	1375286	4517114
2334	1375866	4516494
2335	1376460	4515923
2336	1377112	4515537
2337	1377770	4515173
2338	1378332	4514495
2339	1378915	4513885
2340	1379590	4513578
2341	1380123	4512802
2342	1380811	4512536
2343	1381388	4511907
2344	1381954	4511243
2345	1382628	4510928
2346	1383098	4509951
2347	1383773	4509640
2348	1384393	4509149
2349	1384893	4508271
2350	1385550	4507900
2351	1386061	4507056
2352	1386704	4506643
2353	1387297	4506064
2354	1387875	4505438
2355	1388514	4505012
2356	1389021	4504153
2357	1389664	4503739
2358	1390167	4502868
2359	1390824	4502500
2360	1391431	4501967
2361	1391913	4501031
2362	1392542	4500568
2363	1393033	4499664
2364	1393653	4499174
2365	1394241	4498579
2366	1394907	4498238
2367	1395524	4497738
2368	1396250	4497589
2369	1396905	4497210
2370	1397688	4497244
2371	1398429	4497141
2372	1399173	4497047
2373	1399847	4496731
2374	1400576	4496588
2375	1401065	4495676
2376	1401738	4495352
2377	1402322	4494744
2378	1402899	4494113
2379	1403496	4493546
2380	1404051	4492845
2381	1404664	4492332
2382	1405113	4491292
2383	1405782	4490955
2384	1406297	4490127
2385	1406960	4489771
2386	1407602	4489351
2387	1408057	4488329
2388	1408713	4487953
2389	1409132	4486820
2390	1409754	4486331
2391	1410288	4485567
2392	1410866	4484940
2393	1411358	4484039
2394	1411935	4483410
2395	1412627	4483147
2396	1413114	4482230
2397	1413767	4481842
2398	1414314	4481119
2399	1414945	4480661
2400	1415597	4480268
2401	1416166	4479613
2402	1416870	4479386
2403	1417591	4479213
2404	1417991	4478022
2405	1418677	4477737
2406	1419182	4476880
2407	1419820	4476442
2408	1420399	4475821
2409	1420933	4475057
2410	1421500	4474396
2411	1422005	4473539
2412	1422648	4473116
2413	1423242	4472540
2414	1423822	4471922
2415	1424480	4471548
2416	1424911	4470460
2417	1425598	4470178
2418	1426154	4469483
2419	1426828	4469157
2420	1427547	4468972
2421	1427983	4467900
2422	1428673	4467627
2423	1429182	4466785
2424	1429835	4466393
2425	1430433	4465830
2426	1430963	4465053
2427	1431596	4464598
2428	1432078	4463675
2429	1432716	4463237
2430	1433272	4462542
2431	1433870	4461979
2432	1434449	4461356
2433	1434933	4460438
2434	1435514	4459820
2435	1436026	4458991
2436	1436630	4458448
2437	1437244	4457935
2438	1437837	4457355
2439	1438429	4456773
2440	1438952	4455977
2441	1439593	4455549
2442	1440071	4454614
2443	1440767	4454354
2444	1441255	4453449
2445	1441869	4452937
2446	1442475	4452397
2447	1443004	4451621
2448	1443596	4451040
2449	1444196	4450484
2450	1444829	4450026
2451	1445377	4449311
2452	1445957	4448692
2453	1446609	4448294
2454	1447230	4447803
2455	1447780	4447090
2456	1448308	4446312
2457	1448861	4445612
2458	1449472	4445089
2459	1450039	4444429
2460	1450687	4444020
2461	1451236	4443307
2462	1451812	4442677
2463	1452458	4442258
2464	1452947	4441362
2465	1453644	4441102
2466	1454173	4440327
2467	1454832	4439951
2468	1455423	4439367
2469	1455882	4438379
2470	1456441	4437696
2471	1457016	4437064
2472	1457701	4436763
2473	1458305	4436220
2474	1458933	4435747
2475	1459565	4435286
2476	1460096	4434519
2477	1460682	4433921
2478	1461143	4432941
2479	1461747	4432394
2480	1462329	4431784
2481	1462897	4431130
2482	1463585	4430839
2483	1464063	4429912
2484	1464706	4429483
2485	1465313	4428948
2486	1465860	4428230
2487	1466425	4427569
2488	1466966	4426832
2489	1467567	4426278
2490	1468087	4425478
2491	1468728	4425045
2492	1469224	4424174
2493	1469791	4423517
2494	1470385	4422944
2495	1470855	4421996
2496	1471547	4421714
2497	1472028	4420798
2498	1472660	4420340
2499	1473234	4419702
2500	1473846	4419182
2501	1474427	4418567
2502	1474989	4417896
2503	1475659	4417549
2504	1476178	4416749
2505	1476802	4416262
2506	1477488	4415962
2507	1478042	4415269
2508	1478695	4414868
2509	1479277	4414257
2510	1479902	4413774
2511	1480577	4413440
2512	1481057	4412525
2513	1481674	4412019
2514	1482238	4411354
2515	1482785	4410638
2516	1483297	4409817
2517	1483864	4409164
2518	1484491	4408685
2519	1484978	4407792
2520	1485658	4407474
2521	1486196	4406730
2522	1486871	4406396
2523	1487506	4405942
2524	1488013	4405108
2525	1488658	4404685
2526	1489206	4403972
2527	1489817	4403447
2528	1490486	4403095
2529	1490966	4402180
2530	1491599	4401719
2531	1492091	4400844
2532	1492668	4400217
2533	1493144	4399295
2534	1493770	4398813
2535	1494412	4398381
2536	1494942	4397617
2537	1495541	4397056
2538	1496060	4396259
2539	1496741	4395940
2540	1497419	4395613
2541	1498063	4395184
2542	1498874	4395244
2543	1499524	4394832
2544	1500177	4394429
2545	1500960	4394406
2546	1501667	4394162
2547	1502334	4393798
2548	1502984	4393383
2549	1503609	4392897
2550	1504305	4392619
2551	1504849	4391895
2552	1505464	4391381
2553	1505937	4390451
2554	1506574	4389997
2555	1507339	4389918
2556	1507843	4389082
2557	1508504	4388698
2558	1509009	4387863
2559	1509669	4387476
2560	1510220	4386773
2561	1510795	4386142
2562	1511384	4385549
2563	1511889	4384716
2564	1512498	4384182
2565	1513028	4383418
2566	1513657	4382943
2567	1514157	4382094
2568	1514737	4381477
2569	1515431	4381188
2570	1515835	4380063
2571	1516441	4379521
2572	1516945	4378685
2573	1517527	4378073
2574	1518064	4377331
2575	1518688	4376842
2576	1519209	4376055
2577	1519767	4375375
2578	1520437	4375016
2579	1520959	4374232
2580	1521605	4373805
2581	1522096	4372933
2582	1522679	4372323
2583	1523239	4371648
2584	1523801	4370980
2585	1524293	4370111
2586	1524867	4369478
2587	1525530	4369100
2588	1526012	4368202
2589	1526602	4367616
2590	1527244	4367175
2591	1527811	4366523
2592	1528480	4366161
2593	1528997	4365365
2594	1529648	4364949
2595	1530225	4364325
2596	1530836	4363797
2597	1531483	4363371
2598	1531980	4362520
2599	1532647	4362150
2600	1533215	4361499
2601	1533779	4360838
2602	1534430	4360424
2603	1534940	4359607
2604	1535559	4359103
2605	1536096	4358363
2606	1536716	4357862
2607	1537410	4357567
2608	1537953	4356845
2609	1538614	4356461
2610	1539110	4355607
2611	1539777	4355235
2612	1540356	4354616
2613	1540823	4353681
2614	1541428	4353136
2615	1541958	4352377
2616	1542581	4351884
2617	1543157	4351255
2618	1543733	4350627
2619	1544353	4350124
2620	1544933	4349509
2621	1545632	4349228
2622	1546204	4348589
2623	1546840	4348130
2624	1547402	4347463
2625	1547891	4346593
2626	1548537	4346162
2627	1549056	4345373
2628	1549707	4344957
2629	1550329	4344458
2630	1550833	4343630
2631	1551458	4343140
2632	1551823	4341924
2633	1552492	4341555
2634	1552939	4340567
2635	1553558	4340061
2636	1554104	4339352
2637	1554759	4338945
2638	1555444	4338623
2639	1555930	4337746
2640	1556616	4337426
2641	1557316	4337142
2642	1557847	4336392
2643	1558528	4336058
2644	1559091	4335393
2645	1559715	4334900
2646	1560364	4334477
2647	1560906	4333754
2648	1561610	4333482
2649	1562252	4333041
2650	1562804	4332345
2651	1563404	4331786
2652	1563928	4331015
2653	1564578	4330592
2654	1565069	4329731
2655	1565700	4329256
2656	1566323	4328759
2657	1566883	4328086
2658	1567521	4327631
2659	1568004	4326748
2660	1568604	4326189
2661	1569150	4325479
2662	1569733	4324872
2663	1570409	4324520
2664	1570882	4323609
2665	1571481	4323047
2666	1572020	4322319
2667	1572676	4321912
2668	1573236	4321243
2669	1573853	4320727
2670	1574503	4320305
2671	1575003	4319471
2672	1575623	4318963
2673	1576131	4318151
2674	1576799	4317777
2675	1577481	4317441
2676	1577952	4316528
2677	1578603	4316107
2678	1579124	4315331
2679	1579725	4314772
2680	1580368	4314328
2681	1580849	4313444
2682	1581393	4312730
2683	1581912	4311949
2684	1582513	4311391
2685	1582987	4310487
2686	1583604	4309973
2687	1584176	4309338
2688	1584687	4308533
2689	1585371	4308202
2690	1585906	4307467
2691	1586546	4307013
2692	1587153	4306473
2693	1587766	4305948
2694	1588351	4305347
2695	1588874	4304576
2696	1589513	4304121
2697	1590007	4303273
2698	1590623	4302757
2699	1591165	4302040
2700	1591765	4301478
2701	1592465	4301188
2702	1592946	4300306
2703	1593606	4299909
2704	1594199	4299329
2705	1594799	4298767
2706	1595420	4298264
2707	1595916	4297422
2708	1596620	4297143
2709	1597316	4296839
2710	1597844	4296085
2711	1598513	4295710
2712	1598985	4294804
2713	1599634	4294376
2714	1600225	4293790
2715	1600787	4293127
2716	1601425	4292669
2717	1601835	4291599
2718	1602462	4291110
2719	1602957	4290268
2720	1603617	4289868
2721	1604252	4289401
2722	1604744	4288550
2723	1605392	4288120
2724	1605873	4287240
2725	1606492	4286728
2726	1607132	4286275
2727	1607672	4285556
2728	1608249	4284933
2729	1608727	4284048
2730	1609411	4283711
2731	1609847	4282714
2732	1610533	4282381
2733	1611028	4281540
2734	1611606	4280922
2735	1612099	4280076
2736	1612636	4279350
2737	1613192	4278671
2738	1613779	4278078
2739	1614401	4277573
2740	1614886	4276710
2741	1615499	4276183
2742	1616025	4275426
2743	1616701	4275067
2744	1617375	4274703
2745	1617918	4273991
2746	1618555	4273529
2747	1619101	4272825
2748	1619664	4272167
2749	1620219	4271488
2750	1620726	4270683
2751	1621368	4270232
2752	1622077	4269957
2753	1622793	4269703
2754	1623415	4269200
2755	1624149	4268991
2756	1624768	4268478
2757	1625500	4268263
2758	1626173	4267894
2759	1626806	4267420
2760	1627483	4267059
2761	1627969	4266199
2762	1628627	4265789
2763	1629264	4265325
2764	1629841	4264703
2765	1630495	4264281
2766	1631060	4263628
2767	1631615	4262950
2768	1632150	4262218
2769	1632684	4261483
2770	1633291	4260939
2771	1633825	4260205
2772	1634474	4259772
2773	1635041	4259124
2774	1635642	4258564
2775	1636195	4257881
2776	1636802	4257338
2777	1637448	4256894
2778	1638060	4256363
2779	1638707	4255923
2780	1639360	4255498
2781	1639965	4254950
2782	1640648	4254603
2783	1641200	4253915
2784	1641752	4253230
2785	1642314	4252568
