iter	Passed	Remaining
329	195409	5726086
330	195864	5721482
331	196454	5720842
332	196891	5715758
333	197582	5718055
334	198282	5720595
335	198838	5718979
336	199527	5721165
337	200112	5720367
338	200620	5717399
339	201243	5717672
340	201803	5716186
341	202481	5718023
342	202960	5714261
343	203595	5714890
344	204048	5710400
345	204657	5710290
346	205363	5712899
347	205836	5709017
348	206361	5706568
349	206848	5703102
350	207557	5705755
351	208274	5708619
352	208815	5706634
353	209469	5707735
354	210009	5705746
355	210657	5706683
356	211221	5705341
357	211790	5704135
358	212446	5705274
359	212973	5702950
360	213606	5703463
361	214116	5700710
362	214743	5701045
363	215405	5702325
364	215879	5698634
365	216565	5700511
366	217117	5698892
367	217830	5701469
368	218439	5701329
369	218917	5697760
370	219537	5697919
371	220027	5694699
372	220628	5694334
373	221149	5691931
374	221693	5690139
375	222342	5691017
376	222881	5689093
377	223518	5689662
378	224032	5687112
379	224640	5686948
380	225201	5685587
381	225760	5684212
382	226436	5685733
383	226944	5683067
384	227692	5686388
385	228379	5688186
386	228909	5686052
387	229585	5687564
388	230217	5687958
389	230741	5685717
390	231420	5687266
391	231952	5685200
392	232566	5685165
393	233065	5682313
394	233615	5680699
395	234240	5680915
396	234784	5679179
397	235376	5678611
398	235869	5675647
399	236494	5675879
400	237057	5674602
401	237657	5674210
402	238353	5676133
403	238818	5672527
404	239458	5673106
405	239945	5670035
406	240567	5670190
407	241106	5668358
408	241700	5667853
409	242339	5668389
410	242776	5664194
411	243418	5664794
412	243939	5662575
413	244508	5661494
414	245017	5659019
415	245589	5658009
416	246087	5655283
417	246714	5655536
418	247440	5658067
419	248153	5660256
420	248710	5658909
421	249325	5658869
422	249828	5656276
423	250475	5656967
424	251036	5655701
425	251602	5654570
426	252185	5653795
427	252704	5651613
428	253412	5653641
429	253889	5650514
430	254496	5650301
431	255038	5648635
432	255666	5648874
433	256306	5649382
434	256844	5647631
435	257541	5649376
436	258153	5649257
437	258728	5648318
438	259364	5648700
439	259907	5647073
440	260521	5646987
441	261097	5646083
442	261664	5644984
443	262285	5645044
444	262783	5642462
445	263372	5641845
446	263879	5639459
447	264555	5640701
448	265194	5641138
449	265741	5639628
450	266402	5640517
451	266839	5636691
452	267435	5636224
453	268194	5639164
454	268726	5637360
455	269411	5638738
456	269993	5637968
457	270762	5641085
458	271553	5644650
459	272321	5647709
460	273039	5649732
461	273691	5650365
462	274452	5653237
463	275085	5653487
464	275677	5652872
465	276275	5652376
466	276716	5648694
467	277365	5649244
468	278165	5652869
469	278673	5650553
470	279338	5651409
471	279817	5648510
472	280507	5649873
473	281070	5648688
474	281644	5647717
475	282244	5647267
476	282804	5646010
477	283421	5645898
478	283922	5643468
479	284554	5643660
480	285237	5644858
481	285744	5642565
482	286427	5643745
483	286984	5642448
484	287680	5643875
485	288361	5645002
486	288801	5641409
487	289416	5641247
488	289960	5639706
489	290604	5640105
490	291164	5638861
491	291730	5637742
492	292444	5639497
493	293019	5638549
494	293582	5637384
495	294142	5636141
496	294700	5634878
497	295308	5634590
498	295823	5632497
499	296515	5633799
500	297017	5631477
501	297659	5631811
502	298317	5632451
503	298849	5630696
504	299503	5631266
505	300051	5629820
506	300683	5629954
507	301318	5630153
508	301812	5627708
509	302432	5627625
510	302916	5624990
511	303537	5624922
512	304149	5624683
513	304710	5623506
514	305302	5622896
515	305804	5620644
516	306464	5621286
517	307002	5619692
518	307691	5620849
519	308261	5619835
520	308688	5616235
521	309240	5614899
522	309719	5612252
523	310376	5612847
524	310935	5611637
525	311555	5611551
526	311931	5607068
527	312522	5606466
528	313048	5604690
529	313634	5603992
530	314249	5603820
531	314815	5602761
532	315404	5602132
533	316023	5602021
534	316603	5601218
535	317231	5601266
536	317877	5601622
537	318537	5602242
538	319124	5601545
539	319642	5599658
540	320307	5600351
541	320763	5597374
542	321406	5597685
543	321892	5595248
544	322512	5595148
545	323102	5594528
546	323710	5594215
547	324364	5594690
548	324860	5592452
549	325528	5593178
550	326023	5590921
551	326585	5589824
552	327169	5589092
553	327808	5589309
554	328422	5589103
555	328996	5588209
556	329552	5587002
557	330129	5586177
558	330677	5584848
559	331316	5585042
560	331797	5582593
561	332375	5581773
562	332805	5578483
563	333473	5579182
564	333969	5576995
565	334606	5577166
566	335153	5575842
567	335675	5574102
568	336265	5573491
569	336768	5571458
570	337465	5572614
571	338171	5573910
572	338652	5571519
573	339322	5572215
574	339892	5571279
575	340524	5571354
576	341163	5571541
577	341711	5570258
578	342266	5569072
579	342750	5566736
580	343371	5566643
581	343919	5565357
582	344500	5564605
583	345040	5563185
584	345628	5562555
585	346251	5562476
586	346715	5559846
587	347380	5560451
588	348010	5560484
589	348654	5560748
590	349287	5560828
591	349707	5557521
592	350317	5557232
593	350847	5555675
594	351463	5555490
595	352099	5555608
596	352598	5553574
597	353269	5554245
598	353788	5552531
599	354401	5552283
600	354869	5549788
601	355506	5549916
602	356146	5550100
603	356677	5548582
604	357347	5549215
605	357946	5548758
606	358563	5548573
607	359183	5548438
608	359752	5547506
609	360356	5547120
610	360815	5544509
611	361510	5545521
612	362060	5544305
613	362643	5543598
614	363281	5543740
615	363739	5541115
616	364384	5541365
617	364880	5539337
618	365519	5539483
619	366071	5538303
620	366545	5535951
621	367153	5535629
622	367789	5535732
623	368425	5535836
624	368955	5534328
625	369552	5533841
626	370247	5534815
627	370738	5532736
628	371357	5532583
629	371873	5530880
630	372539	5531414
631	373175	5531496
632	373691	5529800
633	374380	5530669
634	374891	5528906
635	375518	5528860
636	376132	5528618
637	376664	5527166
638	377311	5527401
639	378000	5528255
640	378579	5527496
641	379179	5527046
642	379656	5524802
643	380306	5525075
644	380807	5523190
645	381461	5523520
646	382010	5522327
647	382578	5521403
648	383189	5521112
649	383730	5519816
650	384343	5519551
651	384864	5517969
652	385498	5518006
653	386128	5517976
654	386628	5516099
655	387112	5513989
656	387778	5514488
657	388390	5514205
658	388944	5513098
659	389508	5512141
660	390062	5511030
661	390717	5511365
662	391517	5513721
663	392253	5515177
664	392956	5516161
665	393689	5517559
666	394387	5518464
667	395117	5519810
668	395811	5520654
669	396473	5521045
670	397095	5520870
671	397693	5520360
672	398409	5521500
673	399002	5520922
674	399506	5519106
675	400082	5518300
676	400620	5516970
677	401278	5517285
678	401846	5516357
679	402472	5516244
680	403085	5515943
681	403618	5514544
682	404288	5515016
683	404832	5513773
684	405493	5514120
685	406144	5514335
686	406651	5512590
687	407251	5512102
688	407881	5512022
689	408456	5511198
690	408934	5509082
691	409519	5508396
692	410139	5508178
693	410616	5506050
694	411242	5505914
695	411719	5503783
696	412364	5503907
697	412862	5502078
698	413484	5501886
699	414031	5500706
700	414565	5499347
701	415238	5499845
702	415756	5498274
703	416433	5498820
704	417026	5498240
705	417646	5498026
706	418307	5498346
707	418701	5495162
708	419333	5495107
709	419742	5492120
710	420429	5492789
711	420995	5491864
712	421583	5491232
713	422219	5491223
714	422710	5489321
715	423353	5489400
716	423824	5487257
717	424391	5486347
718	424876	5484393
719	425549	5484857
720	426107	5483839
721	426626	5482323
722	427273	5482450
723	427869	5481930
724	428500	5481845
725	429186	5482472
726	429718	5481132
727	430348	5481035
728	430848	5479277
729	431462	5478985
730	431897	5476418
731	432440	5475222
732	432993	5474147
733	433541	5473014
734	434066	5471595
735	434553	5469710
736	435169	5469430
737	435717	5468311
738	436289	5467493
739	436743	5465189
740	437461	5466205
741	438153	5466874
742	438653	5465161
743	439314	5465452
744	439793	5463480
745	440418	5463310
746	440903	5461416
747	441473	5460583
748	442020	5459458
749	442609	5458855
750	443224	5458567
751	443786	5457633
752	444379	5457071
753	444953	5456287
754	445550	5455780
755	446068	5454312
756	446655	5453683
757	447313	5453923
758	447952	5453924
759	448521	5453076
760	449088	5452204
761	449567	5450272
762	450255	5450863
763	450751	5449133
764	451413	5449418
765	451994	5448711
766	452572	5447977
767	453174	5447529
768	453586	5444805
769	454195	5444445
770	454701	5442855
771	455370	5443209
772	455963	5442663
773	456583	5442422
774	457176	5441878
775	457764	5441263
776	458403	5441258
777	458993	5440660
778	459567	5439885
779	460175	5439509
780	460613	5437131
781	461251	5437104
782	461717	5435057
783	462342	5434878
784	462806	5432819
785	463438	5432730
786	464017	5432008
787	464606	5431418
788	465239	5431332
789	465722	5429501
790	466367	5429556
791	466815	5427319
792	467482	5427630
793	468136	5427787
794	468686	5426736
795	469354	5427055
796	469885	5425795
797	470496	5425444
798	471130	5425366
799	471679	5424308
800	472258	5423606
801	472744	5421822
802	473372	5421682
803	473924	5420658
804	474508	5420001
805	475208	5420682
806	475724	5419249
807	476348	5419058
808	476871	5417712
809	477533	5417938
810	478270	5419018
811	478739	5417071
812	479434	5417670
813	480010	5416926
814	480556	5415837
815	481145	5415246
816	481678	5414014
817	482322	5414043
818	482889	5413196
819	483469	5412498
820	484122	5412617
821	484578	5410533
822	485272	5411110
823	485690	5408607
824	486361	5408932
825	486952	5408355
826	487590	5408302
827	488268	5408695
828	488828	5407773
829	489478	5407852
830	490113	5407762
831	490651	5406600
832	491290	5406550
833	491904	5406230
834	492487	5405567
835	493108	5405319
836	493603	5403687
837	494190	5403075
838	494679	5401378
839	495350	5401683
840	495849	5400098
841	496445	5399576
842	497030	5398938
843	497683	5399041
844	498324	5399004
845	498824	5397451
846	499462	5397375
847	500090	5397200
848	500644	5396227
849	501290	5396246
850	501791	5394701
851	502474	5395114
852	502980	5393629
853	503586	5393215
854	504187	5392742
855	504667	5390982
856	505356	5391456
857	505781	5389102
858	506422	5389068
859	506965	5387979
860	507551	5387351
861	508242	5387844
862	508700	5385863
863	509289	5385261
864	509744	5383256
865	510412	5383500
866	510886	5381689
867	511512	5381493
868	512170	5381622
869	512695	5380359
870	513417	5381160
871	514105	5381601
872	514894	5383093
873	515504	5382721
874	516225	5383498
875	516988	5384711
876	517700	5385385
877	518476	5386727
878	519216	5387681
879	519739	5386391
880	520339	5385892
881	520988	5385912
882	521589	5385425
883	522208	5385126
884	522619	5382682
885	523292	5382939
886	523765	5381145
887	524380	5380807
888	524960	5380107
889	525515	5379155
890	526129	5378799
891	526609	5377087
892	527250	5377015
893	527893	5376956
894	528467	5376196
895	529085	5375891
896	529620	5374731
897	530293	5374978
898	530733	5372869
899	531406	5373109
900	531939	5371937
901	532523	5371284
902	533136	5370923
903	533665	5369717
904	534308	5369647
905	534781	5367881
906	535382	5367398
907	535921	5366294
908	536536	5365955
909	537134	5365444
910	537720	5364809
911	538297	5364090
912	538772	5362351
913	539357	5361708
914	539902	5360671
915	540519	5360345
916	541180	5360462
917	541722	5359398
918	542436	5360029
919	543025	5359424
920	543557	5358265
921	544203	5358217
922	544710	5356811
923	545346	5356671
924	545914	5355859
925	546538	5355608
926	547119	5354923
927	547723	5354465
928	548302	5353767
929	548835	5352626
930	549340	5351205
931	549919	5350507
932	550471	5349542
933	550960	5347973
934	551556	5347444
935	552118	5346584
936	552645	5345385
937	553327	5345683
938	553767	5343654
939	554369	5343174
940	554912	5342135
941	555505	5341582
942	556156	5341576
943	556668	5340241
944	557309	5340147
945	557897	5339539
946	558522	5339283
947	559148	5339045
948	559653	5337642
949	560319	5337780
950	560767	5335843
951	561325	5334949
952	561828	5333539
953	562448	5333233
954	563086	5333108
955	563631	5332097
956	564283	5332099
957	564770	5330540
958	565439	5330699
959	566103	5330804
960	566673	5330037
961	567303	5329824
962	568031	5330526
963	568522	5329014
964	569163	5328907
965	569672	5327557
966	570288	5327209
967	570873	5326577
968	571431	5325690
969	572014	5325043
970	572546	5323911
971	573259	5324475
972	573852	5323910
973	574440	5323308
974	575085	5323231
975	575617	5322107
976	576294	5322321
977	576779	5320760
978	577471	5321113
979	578146	5321304
980	578657	5319990
981	579296	5319848
982	579745	5317967
983	580361	5317625
984	580900	5316565
985	581530	5316349
986	582142	5315960
987	582608	5314238
988	583218	5313831
989	583749	5312711
990	584366	5312371
991	584948	5311709
992	585538	5311124
993	586184	5311045
994	586623	5309090
995	587318	5309450
996	587964	5309373
997	588452	5307864
998	589052	5307368
999	589607	5306471
1000	590227	5306152
1001	590759	5305044
1002	591312	5304128
1003	591930	5303789
1004	592501	5303033
1005	593042	5302011
1006	593576	5300923
1007	594245	5301045
1008	594758	5299776
1009	595403	5299677
1010	596031	5299436
1011	596559	5298297
1012	597162	5297824
1013	597797	5297636
1014	598367	5296879
1015	598929	5296043
1016	599480	5295115
1017	600055	5294397
1018	600641	5293782
1019	601318	5293959
1020	601923	5293507
1021	602500	5292805
1022	603154	5292783
1023	603650	5291370
1024	604271	5291060
1025	604845	5290337
1026	605394	5289394
1027	606047	5289353
1028	606578	5288257
1029	607173	5287718
1030	607756	5287068
1031	608350	5286520
1032	608950	5286020
1033	609470	5284827
1034	610113	5284705
1035	610606	5283281
1036	611213	5282845
1037	611728	5281612
1038	612339	5281206
1039	612832	5279784
1040	613462	5279549
1041	614025	5278735
1042	614548	5277573
1043	615137	5276981
1044	615608	5275386
1045	616369	5276263
1046	617106	5276938
1047	617804	5277274
1048	618520	5277770
1049	619305	5278841
1050	619950	5278724
1051	620564	5278337
1052	621315	5279117
1053	621934	5278774
1054	622485	5277847
1055	623054	5277082
1056	623553	5275720
1057	624230	5275867
1058	624708	5274333
1059	625307	5273821
1060	625854	5272872
1061	626397	5271880
1062	627003	5271430
1063	627615	5271022
1064	628278	5271050
1065	628751	5269476
1066	629421	5269564
1067	629932	5268315
1068	630482	5267392
1069	631130	5267288
1070	631668	5266267
1071	632312	5266124
1072	632898	5265501
1073	633440	5264518
1074	634032	5263940
1075	634544	5262705
1076	635216	5262797
1077	635684	5261207
1078	636244	5260372
1079	636748	5259068
1080	637451	5259415
1081	638152	5259742
1082	638730	5259057
1083	639371	5258889
1084	639932	5258062
1085	640469	5257041
1086	641100	5256789
1087	641598	5255449
1088	642243	5255312
1089	642747	5254019
1090	643384	5253814
1091	644073	5254032
1092	644561	5252617
1093	645174	5252214
1094	645610	5250374
1095	646269	5250346
1096	646827	5249504
1097	647509	5249658
1098	648225	5250093
1099	648632	5248023
1100	649290	5247988
1101	649856	5247209
1102	650475	5246858
1103	651101	5246559
1104	651588	5245141
1105	652234	5245000
1106	652711	5243507
1107	653366	5243440
1108	653961	5242895
1109	654442	5241433
1110	654872	5239573
1111	655427	5238704
1112	656055	5238420
1113	656612	5237574
1114	657282	5237629
1115	657994	5238010
1116	658526	5236968
1117	659248	5237431
1118	659902	5237350
1119	660460	5236511
1120	661130	5236554
1121	661673	5235593
1122	662383	5235952
1123	663021	5235749
1124	663535	5234554
1125	664169	5234319
1126	664713	5233364
1127	665369	5233296
1128	665961	5232723
1129	666480	5231580
1130	667166	5231738
1131	667752	5231123
1132	668401	5230994
1133	669054	5230894
1134	669559	5229641
1135	670226	5229653
1136	670721	5228326
1137	671398	5228413
1138	671931	5227382
1139	672412	5225943
1140	673005	5225376
1141	673565	5224559
1142	674148	5223914
1143	674622	5222425
1144	675283	5222387
1145	675843	5221572
1146	676455	5221151
1147	677084	5220865
1148	677666	5220216
1149	678315	5220080
1150	678923	5219628
1151	679496	5218911
1152	680159	5218879
1153	680719	5218062
1154	681345	5217751
1155	681926	5217094
1156	682455	5216033
1157	683100	5215866
1158	683571	5214372
1159	684209	5214151
1160	684755	5213223
1161	685386	5212949
1162	686030	5212767
1163	686558	5211712
1164	687197	5211495
1165	687784	5210883
1166	688354	5210141
1167	688944	5209554
1168	689491	5208636
1169	690131	5208430
1170	690642	5207240
1171	691251	5206801
1172	691820	5206050
1173	692381	5205242
1174	692959	5204566
1175	693549	5203981
1176	694186	5203744
1177	694619	5201978
1178	695266	5201816
1179	695789	5200732
1180	696371	5200087
1181	696987	5199690
1182	697605	5199311
1183	698260	5199209
1184	698840	5198544
1185	699389	5197658
1186	700050	5197598
1187	700535	5196229
1188	701116	5195573
1189	701580	5194053
1190	702236	5193957
1191	702843	5193495
1192	703385	5192556
1193	703953	5191802
1194	704444	5190489
1195	705058	5190078
1196	705570	5188920
1197	706204	5188657
1198	706763	5187845
1199	707351	5187242
1200	708034	5187343
1201	708540	5186140
1202	709193	5186014
1203	709691	5184752
1204	710337	5184577
1205	710977	5184361
1206	711492	5183228
1207	712191	5183430
1208	712756	5182666
1209	713440	5182764
1210	714027	5182153
1211	714584	5181328
1212	715229	5181138
1213	715929	5181344
1214	716446	5180236
1215	717003	5179405
1216	717628	5179073
1217	718292	5179019
1218	718888	5178474
1219	719391	5177257
1220	719943	5176403
1221	720480	5175435
1222	721122	5175218
1223	721568	5173601
1224	722187	5173221
1225	722598	5171353
1226	723198	5170837
1227	723715	5169732
1228	724282	5168984
1229	724913	5168690
1230	725468	5167859
1231	726040	5167145
1232	726515	5165746
1233	727126	5165305
1234	727700	5164611
1235	728328	5164299
1236	728919	5163718
1237	729445	5162681
1238	730149	5162905
1239	730581	5161204
1240	731218	5160955
1241	731795	5160279
1242	732388	5159712
1243	733039	5159560
1244	733533	5158298
1245	734238	5158526
1246	734790	5157674
1247	735447	5157561
1248	736152	5157780
1249	736637	5156462
1250	737289	5156314
1251	738023	5156731
1252	738507	5155406
1253	739140	5155121
1254	739796	5154995
1255	740525	5155377
1256	741272	5155882
1257	741930	5155770
1258	742725	5156604
1259	743430	5156808
1260	744112	5156856
1261	744673	5156064
1262	745271	5155533
1263	745905	5155246
1264	746459	5154403
1265	747104	5154197
1266	747712	5153727
1267	748316	5153236
1268	748894	5152561
1269	749445	5151699
1270	750036	5151117
1271	750639	5150614
1272	751301	5150520
1273	751928	5150178
1274	752430	5148982
1275	753046	5148572
1276	753451	5146718
1277	754140	5146801
1278	754625	5145498
1279	755207	5144851
1280	755747	5143922
1281	756338	5143338
1282	756953	5142917
1283	757549	5142368
1284	758177	5142033
1285	758586	5140217
1286	759256	5140171
1287	759890	5139878
1288	760422	5138900
1289	761117	5139015
1290	761653	5138062
1291	762238	5137442
1292	762731	5136200
1293	763334	5135694
1294	763987	5135530
1295	764417	5133867
1296	765041	5133502
1297	765491	5131980
1298	766130	5131715
1299	766615	5130427
1300	767278	5130325
1301	767887	5129867
1302	768489	5129359
1303	769163	5129330
1304	769625	5127885
1305	770207	5127245
1306	770774	5126502
1307	771405	5126189
1308	772024	5125792
1309	772602	5125123
1310	773276	5125097
1311	773808	5124122
1312	774370	5123346
1313	774975	5122862
1314	775526	5122016
1315	776219	5122102
1316	776737	5121040
1317	777424	5121093
1318	778070	5120870
1319	778528	5119413
1320	779192	5119314
1321	779717	5118293
1322	780317	5117775
1323	780917	5117249
1324	781360	5115701
1325	782049	5115759
1326	782495	5114227
1327	783119	5113864
1328	783586	5112474
1329	784172	5111860
1330	784724	5111026
1331	785336	5110582
1332	785989	5110403
1333	786477	5109157
1334	787157	5109152
1335	787766	5108692
1336	788358	5108118
1337	788952	5107550
1338	789496	5106670
1339	790119	5106297
1340	790641	5105267
1341	791201	5104489
1342	791805	5103992
1343	792352	5103130
1344	792997	5102891
1345	793439	5101356
1346	794059	5100965
1347	794476	5099266
1348	795093	5098853
1349	795633	5097945
1350	796243	5097493
1351	796794	5096658
1352	797353	5095870
1353	798026	5095820
1354	798529	5094677
1355	799247	5094909
1356	799800	5094087
1357	800381	5093441
1358	800937	5092640
1359	801473	5091713
1360	802074	5091200
1361	802585	5090112
1362	803227	5089856
1363	803804	5089193
1364	804365	5088422
1365	804946	5087781
1366	805475	5086812
1367	806186	5086987
1368	806613	5085379
1369	807235	5084997
1370	807896	5084857
1371	808425	5083886
1372	809075	5083683
1373	809633	5082896
1374	810237	5082399
1375	810850	5081955
1376	811345	5080777
1377	811999	5080595
1378	812506	5079488
1379	813095	5078901
1380	813624	5077934
1381	814211	5077335
1382	814749	5076428
1383	815326	5075758
1384	815938	5075312
1385	816423	5074075
1386	817095	5074007
1387	817727	5073681
1388	818307	5073033
1389	818958	5072827
1390	819478	5071808
1391	820180	5071921
1392	820724	5071050
1393	821334	5070589
1394	821927	5070023
1395	822449	5069023
1396	823043	5068466
1397	823617	5067781
1398	824254	5067486
1399	824925	5067396
1400	825452	5066429
1401	826097	5066179
1402	826584	5064967
1403	827221	5064667
1404	827887	5064550
1405	828367	5063293
1406	828992	5062920
1407	829393	5061183
1408	830020	5060824
1409	830519	5059690
1410	831168	5059466
1411	831771	5058958
1412	832268	5057810
1413	832965	5057880
1414	833374	5056198
1415	834016	5055929
1416	834446	5054377
1417	835071	5054006
1418	835456	5052187
1419	836122	5052065
1420	836597	5050790
1421	837298	5050879
1422	837912	5050441
1423	838355	5048975
1424	839032	5048917
1425	839524	5047745
1426	840169	5047496
1427	840654	5046280
1428	841312	5046110
1429	841965	5045907
1430	842751	5046498
1431	843535	5047077
1432	844314	5047619
1433	844946	5047289
1434	845708	5047732
1435	846393	5047713
1436	847112	5047895
1437	847777	5047757
1438	848314	5046853
1439	848921	5046367
1440	849388	5045049
1441	850002	5044606
1442	850520	5043591
1443	851130	5043126
1444	851740	5042659
1445	852242	5041553
1446	852870	5041187
1447	853378	5040119
1448	854026	5039874
1449	854516	5038699
1450	855198	5038657
1451	855857	5038480
1452	856409	5037666
1453	857075	5037531
1454	857792	5037687
1455	858324	5036761
1456	858913	5036166
1457	859438	5035203
1458	860065	5034832
1459	860551	5033634
1460	861199	5033390
1461	861771	5032700
1462	862320	5031873
1463	862939	5031458
1464	863469	5030523
1465	864095	5030145
1466	864647	5029336
1467	865198	5028522
1468	865823	5028141
1469	866336	5027111
1470	866940	5026604
1471	867521	5025964
1472	868138	5025537
1473	868669	5024613
1474	869282	5024156
1475	869951	5024027
1476	870433	5022817
1477	871066	5022484
1478	871531	5021177
1479	872132	5020652
1480	872624	5019505
1481	873259	5019182
1482	873931	5019066
1483	874414	5017866
1484	875029	5017422
1485	875541	5016395
1486	876232	5016386
1487	876881	5016137
1488	877546	5015980
1489	878233	5015949
1490	878846	5015497
1491	879410	5014764
1492	880026	5014322
1493	880504	5013097
1494	881165	5012918
1495	881746	5012282
1496	882300	5011487
