iter	Logloss
239	0.2337768338
240	0.2337518986
241	0.2337295104
242	0.2337041719
243	0.2336862193
244	0.2336574574
245	0.2336397039
246	0.2335986684
247	0.2335605167
248	0.2335397905
249	0.2335142396
250	0.2334841679
251	0.2334525366
252	0.233419772
253	0.2333967936
254	0.2333595787
255	0.2333130391
256	0.2332861835
257	0.2332566719
258	0.2332341461
259	0.2332064279
260	0.2331767229
261	0.233149539
262	0.2331215711
263	0.2330829486
264	0.2330643013
265	0.2330436268
266	0.2330215958
267	0.2329948215
268	0.2329677709
269	0.2329472017
270	0.2329319038
271	0.2328986023
272	0.2328696658
273	0.2328385959
274	0.2328098831
275	0.2327950185
276	0.2327787699
277	0.2327538851
278	0.2327310068
279	0.2326994568
280	0.2326663815
281	0.2326408082
282	0.2326150563
283	0.2325841452
284	0.232563554
285	0.2325397581
286	0.2325185167
287	0.2325059279
288	0.2324755412
289	0.2324428707
290	0.2324165834
291	0.2323796901
292	0.2323606351
293	0.232345006
294	0.2323162804
295	0.2322966669
296	0.2322763655
297	0.2322371646
298	0.2322033162
299	0.2321903048
300	0.2321689057
301	0.232142131
302	0.2321072796
303	0.2320803031
304	0.2320566476
305	0.2320289929
306	0.2320070171
307	0.2319853459
308	0.2319613195
309	0.2319459379
310	0.231925144
311	0.2319076495
312	0.2318856537
313	0.2318591787
314	0.231826792
315	0.231803285
316	0.2317787485
317	0.2317537459
318	0.231726096
319	0.2317037561
320	0.2316837814
321	0.2316639826
322	0.2316384257
323	0.2316206961
324	0.2316030365
325	0.231580326
326	0.231560602
327	0.2315494327
328	0.2315222334
329	0.2315026518
330	0.2314824132
331	0.231454652
332	0.2314351422
333	0.2314087996
334	0.2313845919
335	0.2313583442
336	0.2313306371
337	0.2313142527
338	0.2312983767
339	0.2312684376
340	0.2312507258
341	0.2312302671
342	0.2312109602
343	0.231186137
344	0.231157087
345	0.2311360813
346	0.2311215755
347	0.2310996736
348	0.2310637466
349	0.2310470602
350	0.2310225276
351	0.2310039629
352	0.2309808897
353	0.2309675502
354	0.230940932
355	0.2309211673
356	0.2309006158
357	0.2308810002
358	0.2308565944
359	0.2308337926
360	0.230797551
361	0.2307652623
362	0.2307318538
363	0.2307047434
364	0.2306851783
365	0.2306708559
366	0.2306522001
367	0.2306227361
368	0.230601179
369	0.2305813498
370	0.230560537
371	0.2305346723
372	0.230518965
373	0.2305025113
374	0.2304812669
375	0.2304624708
376	0.2304491231
377	0.2304206256
378	0.2304048597
379	0.2303751639
380	0.2303568046
381	0.2303330003
382	0.2303055833
383	0.2302843019
384	0.2302550633
385	0.2302235876
386	0.230204321
387	0.2301875677
388	0.2301597174
389	0.2301333765
390	0.23011589
391	0.2301023184
392	0.230074462
393	0.2300476781
394	0.2300259041
395	0.2300023636
396	0.2299821459
397	0.2299743826
398	0.2299533772
399	0.2299378598
400	0.2299098202
401	0.2298870601
402	0.2298638906
403	0.229844753
404	0.2298223095
405	0.2297976667
406	0.2297690172
407	0.2297504561
408	0.2297323942
409	0.2297155124
410	0.2296881601
411	0.2296708154
412	0.2296493308
413	0.2296297535
414	0.2296097571
415	0.2295922741
416	0.229572148
417	0.2295599856
418	0.2295345546
419	0.2295158962
420	0.2294933325
421	0.2294636707
422	0.229429553
423	0.229402934
424	0.2293868767
425	0.2293645778
426	0.2293478477
427	0.2293113311
428	0.2292887692
429	0.229264861
430	0.2292449077
431	0.2292262069
432	0.2292042628
433	0.2291838568
434	0.2291593636
435	0.2291424652
436	0.2291230743
437	0.2290986829
438	0.2290804783
439	0.2290590135
440	0.2290417974
441	0.229017946
442	0.2289869293
443	0.2289601799
444	0.2289365842
445	0.2289152797
446	0.2288968863
447	0.2288731104
448	0.2288578486
449	0.2288428201
450	0.2288185478
451	0.2287995047
452	0.2287759446
453	0.2287629203
454	0.22874584
455	0.2287222689
456	0.2287017399
457	0.2286836307
458	0.2286548281
459	0.2286357958
460	0.2286183291
461	0.2285961924
462	0.2285789571
463	0.2285626154
464	0.2285428781
465	0.2285254294
466	0.2285110768
467	0.2284982985
468	0.2284707159
469	0.2284467616
470	0.2284234837
471	0.2284034154
472	0.2283789793
473	0.2283603016
474	0.2283455236
475	0.2283303036
476	0.2283063328
477	0.2282864462
478	0.2282649217
479	0.2282498331
480	0.2282315617
481	0.2282150673
482	0.2281946521
483	0.2281729977
484	0.2281555415
485	0.2281359813
486	0.228117959
487	0.2280985801
488	0.2280665022
489	0.2280356444
490	0.2280187361
491	0.2280010782
492	0.2279807326
493	0.2279583238
494	0.2279435902
495	0.2279293482
496	0.2279026634
497	0.2278929593
498	0.2278662117
499	0.2278451718
500	0.2278293256
501	0.2277978961
502	0.2277862497
503	0.227767349
504	0.2277493158
505	0.2277253372
506	0.2277087607
507	0.2276820035
508	0.2276622727
509	0.2276423756
510	0.2276113315
511	0.2275868048
512	0.2275700242
513	0.2275422855
514	0.2275175652
515	0.2274963766
516	0.227463305
517	0.2274511341
518	0.2274419931
519	0.2274205479
520	0.2274052965
521	0.22738138
522	0.2273575592
523	0.2273392602
524	0.2273184323
525	0.2272963849
526	0.2272865658
527	0.2272676266
528	0.2272477293
529	0.2272367793
530	0.2272261032
531	0.2272033994
532	0.227186273
533	0.2271634007
534	0.2271470191
535	0.2271253326
536	0.22710435
537	0.2270868656
538	0.2270678708
539	0.2270464069
540	0.2270235359
541	0.2270028824
542	0.226987603
543	0.2269670659
544	0.2269467562
545	0.2269281469
546	0.2269015829
547	0.2268800017
548	0.2268578819
549	0.2268328554
550	0.2268106284
551	0.2267895971
552	0.2267726023
553	0.2267613969
554	0.2267395739
555	0.2267224368
556	0.2267035513
557	0.2266783602
558	0.2266468303
559	0.2266254461
560	0.2266124536
561	0.2265940681
562	0.2265732835
563	0.2265550334
564	0.2265422165
565	0.2265206953
566	0.2264951678
567	0.2264825753
568	0.2264521054
569	0.226437168
570	0.2264210997
571	0.2264018567
572	0.2263838506
573	0.2263595286
574	0.226344297
575	0.2263174706
576	0.2263088279
577	0.2262946579
578	0.2262730722
579	0.2262551884
580	0.2262356965
581	0.2262262877
582	0.2262060216
583	0.2261862337
584	0.2261646756
585	0.2261416665
586	0.2261295946
587	0.2261141873
588	0.2260913531
589	0.2260663852
590	0.2260496112
591	0.2260264812
592	0.225996973
593	0.2259836449
594	0.2259616354
595	0.2259413767
596	0.2259318085
597	0.225915386
598	0.2258928294
599	0.2258746762
600	0.2258514578
601	0.225829252
602	0.2258051643
603	0.2257821632
604	0.2257523889
605	0.2257405882
606	0.2257216802
607	0.2256931044
608	0.2256712037
609	0.2256586779
610	0.2256403446
611	0.2256244
612	0.2256068852
613	0.225578053
614	0.2255603351
615	0.2255450604
616	0.2255231753
617	0.2255098227
618	0.2254896993
619	0.225471376
620	0.2254497693
621	0.225428004
622	0.2254041879
623	0.2253888268
624	0.225368001
625	0.2253477796
626	0.2253280952
627	0.225319168
628	0.2253027171
629	0.2252792262
630	0.2252676805
631	0.2252524033
632	0.2252345548
633	0.2252039551
634	0.2251885757
635	0.2251636268
636	0.2251402217
637	0.2251197561
638	0.2251097216
639	0.2250894675
640	0.2250643153
641	0.2250475745
642	0.2250271839
643	0.2250186082
644	0.2249914093
645	0.2249700308
646	0.224941125
647	0.2249231465
648	0.2249059717
649	0.2249006146
650	0.2248772417
651	0.2248642074
652	0.2248422482
653	0.2248259727
654	0.2248079053
655	0.2247943185
656	0.2247692658
657	0.2247484794
658	0.2247313627
659	0.2247151296
660	0.2247025959
661	0.2246792548
662	0.2246603782
663	0.2246518099
664	0.2246333743
665	0.2246124127
666	0.2245931316
667	0.2245707018
668	0.2245509096
669	0.2245365653
670	0.2245178354
671	0.2245085123
672	0.2244922536
673	0.2244704858
674	0.2244575102
675	0.2244349373
676	0.2244207074
677	0.2244042632
678	0.2243963496
679	0.2243695598
680	0.2243519436
681	0.2243361882
682	0.2243205581
683	0.224294587
684	0.2242733145
685	0.2242534431
686	0.2242474946
687	0.2242263313
688	0.2242118306
689	0.2241969571
690	0.224185387
691	0.2241667303
692	0.2241654876
693	0.224140574
694	0.2241235802
695	0.2241106102
696	0.2240930534
697	0.2240782249
698	0.2240621379
699	0.2240306667
700	0.2240115431
701	0.2239910588
702	0.2239695952
703	0.223952969
704	0.2239398855
705	0.2239253074
706	0.2239025491
707	0.2238810952
708	0.2238622125
709	0.2238450832
710	0.223827839
711	0.2238082814
712	0.2237874861
713	0.2237677119
714	0.2237510827
715	0.2237395799
716	0.2237242823
717	0.2237091858
718	0.2236991708
719	0.2236823512
720	0.2236676311
721	0.2236507124
722	0.2236234684
723	0.2236105851
724	0.2235992614
725	0.2235870936
726	0.2235756901
727	0.223567301
728	0.2235538578
729	0.2235245233
730	0.2235088378
731	0.2234916077
732	0.223478808
733	0.2234614277
734	0.2234515911
735	0.2234325362
736	0.2234148857
737	0.2233992148
738	0.2233770909
739	0.2233643018
740	0.2233523725
741	0.2233341965
742	0.2233231381
743	0.2233017338
744	0.2232871131
745	0.2232746538
746	0.2232628263
747	0.2232460329
748	0.2232296951
749	0.2232161908
750	0.2231958278
751	0.2231759812
752	0.2231576156
753	0.2231433659
754	0.223127184
755	0.2231083494
756	0.2230889578
757	0.2230769471
758	0.2230709887
759	0.2230619649
760	0.2230487538
761	0.2230303984
762	0.2230121091
763	0.2229932703
764	0.2229651006
765	0.2229520067
766	0.222932708
767	0.2229167181
768	0.2229034868
769	0.2228833549
770	0.2228681864
771	0.2228548341
772	0.2228299759
773	0.222811549
774	0.2227890459
775	0.2227783021
776	0.2227637541
777	0.2227450138
778	0.2227309892
779	0.2227193383
780	0.2227024278
781	0.222687389
782	0.2226784448
783	0.2226650864
784	0.2226494579
785	0.2226275511
786	0.2226125222
787	0.2225961552
788	0.2225684887
789	0.2225600023
790	0.2225439846
791	0.2225223535
792	0.2225141957
793	0.222502862
794	0.2224861707
795	0.222464898
796	0.2224505312
797	0.2224343829
798	0.2224126811
799	0.2223930273
800	0.2223833916
801	0.222372264
802	0.222361985
803	0.2223429384
804	0.2223313633
805	0.222315091
806	0.2223009776
807	0.2222855682
808	0.2222681207
809	0.2222546903
810	0.2222378231
811	0.2222191441
812	0.222202834
813	0.2221852823
814	0.2221691076
815	0.2221543809
816	0.2221330861
817	0.2221124128
818	0.2221115484
819	0.2220993746
820	0.2220887684
821	0.2220604796
822	0.2220378408
823	0.2220193475
824	0.222001738
825	0.2219845442
826	0.2219756326
827	0.2219623896
828	0.2219407618
829	0.2219340782
830	0.2219230727
831	0.2219083946
832	0.221890757
833	0.2218770432
834	0.22186805
835	0.2218522094
836	0.2218374429
837	0.2218208128
838	0.221805597
839	0.2217925748
840	0.2217730833
841	0.2217546343
842	0.2217416016
843	0.221725878
844	0.2217111934
845	0.2217026144
846	0.2216929304
847	0.2216754853
848	0.2216616311
849	0.2216404321
850	0.2216168882
851	0.2216008931
852	0.2215796142
853	0.2215627269
854	0.2215496632
855	0.2215318303
856	0.2215181055
857	0.2215081482
858	0.2214940924
859	0.2214790107
860	0.2214550871
861	0.2214330126
862	0.2214086784
863	0.2213938744
864	0.2213876323
865	0.221371239
866	0.2213508003
867	0.2213274024
868	0.2213153953
869	0.2213035031
870	0.2212820253
871	0.2212644945
872	0.2212507297
873	0.2212341043
874	0.2212126972
875	0.2211987693
876	0.2211792594
877	0.2211554137
878	0.2211377952
879	0.221116167
880	0.2210955508
881	0.221081626
882	0.2210712488
883	0.2210561371
884	0.2210438732
885	0.221026416
886	0.2210054519
887	0.2209859877
888	0.2209836463
889	0.2209664523
890	0.220952866
891	0.220942197
892	0.2209310269
893	0.2209188896
894	0.220899704
895	0.2208873593
896	0.2208737166
897	0.2208674611
898	0.2208488803
899	0.2208352552
900	0.2208347783
901	0.2208110353
902	0.2208006049
903	0.2207820179
904	0.2207741409
905	0.220757361
906	0.2207364051
907	0.2207288986
908	0.2207083389
909	0.2206964691
910	0.2206739616
911	0.2206637906
912	0.2206500987
913	0.2206431438
914	0.22063013
915	0.2206146401
916	0.2206000338
917	0.2205809077
918	0.2205677737
919	0.2205496671
920	0.2205375515
921	0.2205235501
922	0.2205119856
923	0.2204954876
924	0.2204765454
925	0.2204590758
926	0.2204452215
927	0.2204297019
928	0.2204132741
929	0.2204031851
930	0.2203935303
931	0.2203782696
932	0.2203641234
933	0.2203538621
934	0.2203470095
935	0.2203333065
936	0.2203210088
937	0.2203004461
938	0.2202860805
939	0.2202720785
940	0.2202563175
941	0.2202386301
942	0.2202219439
943	0.2202052254
944	0.2201875156
945	0.2201731766
946	0.2201598723
947	0.2201423735
948	0.2201233332
949	0.2201099989
950	0.2200903241
951	0.2200877264
952	0.2200727315
953	0.2200564318
954	0.220035469
955	0.2200250836
956	0.2200186426
957	0.2199973537
958	0.2199744936
959	0.2199565352
960	0.2199462905
961	0.2199341032
962	0.219914696
963	0.2199035639
964	0.2198871422
965	0.2198772037
966	0.2198598348
967	0.2198472181
968	0.219839529
969	0.2198302478
970	0.2198150611
971	0.2198048521
972	0.2197808604
973	0.2197647798
974	0.2197506893
975	0.2197339883
976	0.2197113062
977	0.2196965822
978	0.2196734132
979	0.2196696049
980	0.2196594946
981	0.2196409439
982	0.2196213343
983	0.2196026793
984	0.2196020802
985	0.2195872379
986	0.2195714247
987	0.2195596754
988	0.2195291029
989	0.2195208451
990	0.2195045063
991	0.21948332
992	0.2194702484
993	0.2194574715
994	0.219436014
995	0.2194240763
996	0.2194032121
997	0.2193931781
998	0.2193758845
999	0.2193614157
1000	0.2193491371
1001	0.2193385146
1002	0.2193200851
1003	0.2193078815
1004	0.2192935845
1005	0.219279583
1006	0.2192607434
1007	0.219251395
1008	0.2192509542
1009	0.2192363103
1010	0.2192358183
1011	0.2192200569
1012	0.219198144
1013	0.2191840312
1014	0.2191805724
1015	0.21915338
1016	0.2191408085
1017	0.2191247802
1018	0.2191036368
1019	0.2190823057
1020	0.2190637897
1021	0.2190632385
1022	0.2190494588
1023	0.2190330426
1024	0.2190209367
1025	0.2190078415
1026	0.2189958159
1027	0.2189718223
1028	0.2189598919
1029	0.2189456573
1030	0.2189450652
1031	0.2189256478
1032	0.2189058552
1033	0.2188891617
1034	0.2188710958
1035	0.2188571734
1036	0.2188566978
1037	0.2188387418
1038	0.2188270026
1039	0.2188125131
1040	0.218812007
1041	0.2188114321
1042	0.2188021087
1043	0.2187900692
1044	0.2187803404
1045	0.2187584651
1046	0.2187536852
1047	0.2187438914
1048	0.2187240381
1049	0.2187120552
1050	0.2186893936
1051	0.2186736257
1052	0.2186578223
1053	0.2186435908
1054	0.2186431299
1055	0.2186259762
1056	0.2186047581
1057	0.2185922928
1058	0.2185788506
1059	0.2185784639
1060	0.218562362
1061	0.2185401336
1062	0.2185200091
1063	0.2185105298
1064	0.2184918861
1065	0.2184834391
1066	0.2184688165
1067	0.218451386
1068	0.2184347523
1069	0.2184224379
1070	0.2184076233
1071	0.2184005329
1072	0.2183860847
1073	0.2183642723
1074	0.2183519921
1075	0.2183242324
1076	0.2183153765
1077	0.2183147565
1078	0.2183030997
1079	0.2182925636
1080	0.218284032
1081	0.2182690429
1082	0.2182495449
1083	0.218243224
1084	0.2182236129
1085	0.2182110177
1086	0.2181975422
1087	0.2181868541
1088	0.2181665196
1089	0.2181468458
1090	0.2181390927
1091	0.2181277622
1092	0.2181272276
1093	0.2181118199
1094	0.2180929402
1095	0.218077862
1096	0.2180538894
1097	0.2180344834
1098	0.2180221578
1099	0.21801047
1100	0.2179915746
1101	0.217983578
1102	0.2179699014
1103	0.2179558746
1104	0.2179356363
1105	0.2179227534
1106	0.2179062959
1107	0.2178957843
1108	0.217895323
1109	0.2178786833
1110	0.2178699411
1111	0.2178506223
1112	0.2178369177
1113	0.2178162235
1114	0.2178030545
1115	0.2177891308
1116	0.21777406
1117	0.2177611931
1118	0.2177446272
1119	0.2177441825
1120	0.2177200924
1121	0.2177085875
1122	0.2176857074
1123	0.217663947
1124	0.2176544666
1125	0.2176421136
1126	0.2176184133
1127	0.2176025413
1128	0.2175835342
1129	0.2175701658
1130	0.217551145
1131	0.2175339227
1132	0.2175174226
1133	0.2175062064
1134	0.2174950766
1135	0.2174812193
1136	0.2174643647
1137	0.2174515178
1138	0.2174316105
1139	0.2174266147
1140	0.2174262122
1141	0.2174066929
1142	0.2173887736
1143	0.2173751257
1144	0.2173576813
1145	0.2173490747
1146	0.2173300729
1147	0.2173155522
1148	0.2173068765
1149	0.2172887706
1150	0.2172790681
1151	0.2172614637
1152	0.2172492394
1153	0.2172371068
1154	0.2172149148
1155	0.2172004701
1156	0.2171863881
1157	0.2171749864
1158	0.2171726722
1159	0.2171612666
1160	0.2171387785
1161	0.2171168262
1162	0.217101175
1163	0.2170891979
1164	0.2170771066
1165	0.2170634842
1166	0.2170431212
1167	0.2170235907
1168	0.2170096203
1169	0.2169962772
1170	0.2169818894
1171	0.2169721703
1172	0.2169597516
1173	0.2169403124
1174	0.2169269827
1175	0.216913894
1176	0.2169009706
1177	0.2168880298
1178	0.2168769577
1179	0.216854761
1180	0.2168407153
1181	0.2168192809
1182	0.216804068
1183	0.2168010561
1184	0.2167937724
1185	0.2167802155
1186	0.2167659524
1187	0.2167595731
1188	0.2167428357
1189	0.21673378
1190	0.2167167028
1191	0.2166988577
1192	0.2166878163
1193	0.2166772024
1194	0.2166616019
1195	0.2166492603
1196	0.216638531
1197	0.2166279767
1198	0.2166045135
1199	0.216592413
1200	0.2165736131
1201	0.2165654415
1202	0.2165474917
1203	0.2165306951
1204	0.2165124383
1205	0.2164937151
1206	0.2164823832
1207	0.2164680847
1208	0.2164589329
1209	0.2164447425
1210	0.2164292866
1211	0.2164171148
1212	0.2163990402
1213	0.2163911125
1214	0.2163788621
1215	0.2163620824
1216	0.2163503418
1217	0.2163402225
1218	0.2163264296
1219	0.2163091656
1220	0.2162956461
1221	0.2162876822
1222	0.2162872196
1223	0.2162753578
1224	0.2162531891
1225	0.2162334387
1226	0.2162206713
1227	0.216212033
1228	0.2162015213
1229	0.2161909726
1230	0.2161737943
1231	0.2161652676
1232	0.2161403301
1233	0.2161276534
1234	0.2161092052
1235	0.2161002589
1236	0.2160899687
1237	0.2160715515
1238	0.2160567998
1239	0.2160447567
1240	0.2160293659
1241	0.2160149892
1242	0.2160018581
1243	0.2159840947
1244	0.2159777498
1245	0.2159692902
1246	0.2159525197
1247	0.2159384325
1248	0.2159163853
1249	0.2159031821
1250	0.2158907232
1251	0.2158792513
1252	0.2158610806
1253	0.2158480737
1254	0.2158305181
1255	0.2158204513
1256	0.2158081404
1257	0.2157961518
1258	0.2157905512
1259	0.2157744718
1260	0.2157654462
1261	0.2157491798
1262	0.215733858
1263	0.215722159
1264	0.2157112649
1265	0.2157018538
1266	0.2156920194
1267	0.215676436
1268	0.2156592386
1269	0.2156478932
1270	0.2156473929
1271	0.2156320244
1272	0.2156141484
1273	0.2156026084
1274	0.2155935723
1275	0.2155785338
1276	0.2155725559
1277	0.2155548193
1278	0.2155394643
1279	0.2155288281
1280	0.2155098497
1281	0.2154932677
1282	0.215477989
1283	0.2154663947
1284	0.2154525348
1285	0.2154390056
1286	0.2154385637
1287	0.2154323967
1288	0.2154157159
1289	0.2154064593
1290	0.2153914651
1291	0.2153868458
1292	0.2153646053
1293	0.2153617274
1294	0.2153446601
1295	0.2153326746
1296	0.2153143793
1297	0.2153138561
1298	0.2153032123
1299	0.2152801659
1300	0.2152659513
1301	0.2152630828
1302	0.2152492668
1303	0.2152294161
1304	0.2152178044
1305	0.2152130467
1306	0.2151977923
1307	0.2151882112
1308	0.2151877182
1309	0.2151779736
1310	0.2151652039
1311	0.2151467399
1312	0.2151368417
1313	0.2151296883
1314	0.2151165477
1315	0.2151002936
1316	0.215089099
1317	0.2150793981
1318	0.2150611276
1319	0.21504176
1320	0.2150320733
1321	0.2150230312
1322	0.2150226682
1323	0.2150222402
1324	0.215009805
1325	0.2149966373
1326	0.214982195
1327	0.2149752201
1328	0.2149591058
1329	0.2149436822
1330	0.2149298958
1331	0.2149184299
1332	0.2149063581
1333	0.2148891961
1334	0.2148803117
1335	0.2148656464
1336	0.2148527601
1337	0.2148383362
1338	0.2148228332
1339	0.2148053425
1340	0.2147850393
1341	0.2147718367
1342	0.2147552918
1343	0.2147439294
1344	0.2147234052
1345	0.2147085535
1346	0.2146958335
1347	0.2146861556
1348	0.214674785
1349	0.2146598642
1350	0.2146413416
1351	0.2146300777
1352	0.2146218451
1353	0.21460784
1354	0.2145897318
1355	0.2145693776
1356	0.2145547574
1357	0.2145384169
1358	0.2145307621
1359	0.2145159243
1360	0.2144994122
1361	0.2144897712
1362	0.2144727131
1363	0.2144607478
1364	0.2144603042
1365	0.2144439178
1366	0.2144261135
1367	0.2144133149
1368	0.2144080878
1369	0.2143989001
1370	0.2143902821
1371	0.2143899728
1372	0.2143753478
1373	0.2143592638
1374	0.2143433113
1375	0.2143239904
1376	0.2143069213
1377	0.2142939584
1378	0.2142807275
1379	0.2142721795
1380	0.2142565368
1381	0.214238272
1382	0.214221468
1383	0.214210493
1384	0.2142017073
1385	0.2142013625
1386	0.2141858528
1387	0.2141715323
1388	0.2141592158
1389	0.2141449615
1390	0.2141321043
1391	0.2141158155
1392	0.2141000998
1393	0.21408787
1394	0.2140737013
1395	0.2140523384
1396	0.2140464958
1397	0.2140315667
1398	0.2140270977
1399	0.2140174367
1400	0.2140064867
1401	0.2139886911
1402	0.2139747042
1403	0.2139580227
1404	0.2139374162
1405	0.2139269145
1406	0.2139114827
1407	0.2138953926
1408	0.2138817516
1409	0.2138690367
1410	0.2138510513
1411	0.2138322554
1412	0.213816011
1413	0.2138042278
1414	0.213790722
1415	0.213780428
1416	0.2137672918
1417	0.2137475566
1418	0.2137462634
1419	0.2137368636
1420	0.2137209111
1421	0.2137052429
1422	0.2136915974
1423	0.2136765757
1424	0.213665374
1425	0.2136483936
1426	0.2136391954
1427	0.2136308774
1428	0.2136192449
1429	0.2136028518
1430	0.2135940703
1431	0.2135768193
1432	0.2135763792
1433	0.2135608199
1434	0.2135458526
1435	0.2135357321
1436	0.2135194113
1437	0.2135010387
1438	0.2134912904
1439	0.2134773506
1440	0.2134614712
1441	0.2134611048
1442	0.2134445658
1443	0.2134273404
1444	0.2134145801
1445	0.2134033541
1446	0.2133907863
1447	0.2133767652
1448	0.2133629172
1449	0.2133432934
1450	0.2133324459
1451	0.2133156398
1452	0.2132929214
1453	0.2132924796
1454	0.2132825947
1455	0.2132665708
1456	0.2132563789
1457	0.213243018
1458	0.2132327485
1459	0.2132229257
1460	0.2132115154
1461	0.213203656
1462	0.2131911927
1463	0.2131789836
1464	0.2131687364
1465	0.2131605497
1466	0.213147028
1467	0.2131344625
1468	0.213129857
1469	0.2131154309
1470	0.2131016056
1471	0.2130877982
1472	0.2130873397
1473	0.2130805361
1474	0.2130658337
1475	0.2130494665
1476	0.2130390371
1477	0.2130386896
1478	0.2130289735
1479	0.2130177172
1480	0.2130124735
1481	0.2129980448
1482	0.2129801863
1483	0.2129755781
1484	0.2129663971
1485	0.2129473761
1486	0.2129332321
1487	0.2129182701
1488	0.2129077506
1489	0.2128866412
1490	0.212880628
1491	0.2128697004
1492	0.2128534263
1493	0.2128423078
1494	0.2128326364
1495	0.2128181597
1496	0.2128095115
1497	0.2127901117
1498	0.2127726976
1499	0.2127662728
1500	0.2127535816
1501	0.2127412764
1502	0.2127357834
1503	0.2127239788
1504	0.2127047478
1505	0.2126925663
1506	0.2126812976
1507	0.2126630756
1508	0.2126499502
1509	0.2126325087
1510	0.2126209393
1511	0.212607169
1512	0.2125965597
1513	0.2125761678
